"","workerid","noun","nounclass","predicateposition","predicate","correctresponse","correctclass"
"1","vi. 10","couch","furniture","predicate1","short",0.23,"size"
"2","vi. 10","banana","food","predicate1","fresh",0.89,"age"
"3","vi. 10","chair","furniture","predicate1","red",0.0600000000000001,"color"
"4","vi. 10","tomato","food","predicate1","wooden",0.97,"material"
"5","vi. 10","banana","food","predicate1","wooden",0.97,"material"
"6","vi. 10","cheese","food","predicate1","short",0.01,"size"
"7","vi. 10","chair","furniture","predicate1","soft",1,"texture"
"8","vi. 10","cheese","food","predicate1","soft",0.02,"texture"
"9","vi. 10","chair","furniture","predicate1","new",0.93,"age"
"10","vi. 10","TV","furniture","predicate1","purple",0.15,"color"
"11","vi. 10","apple","food","predicate1","yellow",0.5,"color"
"12","vi. 10","tomato","food","predicate1","hard",0.89,"texture"
"13","vi. 10","chair","furniture","predicate1","square",0.08,"shape"
"14","vi. 10","carrot","food","predicate1","fresh",0.05,"age"
"15","vi. 10","banana","food","predicate1","metal",0.92,"material"
"16","vi. 10","tomato","food","predicate1","big",0.07,"size"
"17","vi. 10","banana","food","predicate1","brown",0.92,"color"
"18","vi. 10","tomato","food","predicate1","rotten",0.55,"age"
"19","vi. 10","carrot","food","predicate1","round",0.96,"shape"
"20","vi. 10","fan","furniture","predicate1","red",0.11,"color"
"21","vi. 10","TV","furniture","predicate1","square",0.94,"shape"
"22","vi. 10","fan","furniture","predicate1","huge",0.88,"size"
"23","vi. 10","desk","furniture","predicate1","good",0.92,"quality"
"24","vi. 10","desk","furniture","predicate1","brown",0.04,"color"
"25","vi. 10","cheese","food","predicate1","bad",0.93,"quality"
"26","vi. 10","chair","furniture","predicate1","old",0.05,"age"
"27","vi. 14","desk","furniture","predicate1","hard",0.83,"texture"
"28","vi. 14","chair","furniture","predicate1","short",0.78,"size"
"29","vi. 14","chair","furniture","predicate1","new",0.81,"age"
"30","vi. 14","couch","furniture","predicate1","huge",0.17,"size"
"31","vi. 14","tomato","food","predicate1","long",0.16,"size"
"32","vi. 14","couch","furniture","predicate1","square",0.22,"shape"
"33","vi. 14","cheese","food","predicate1","green",0.28,"color"
"34","vi. 14","desk","furniture","predicate1","wooden",0.2,"material"
"35","vi. 14","fan","furniture","predicate1","round",0.28,"shape"
"36","vi. 14","banana","food","predicate1","purple",0.32,"color"
"37","vi. 14","fan","furniture","predicate1","long",0.25,"size"
"38","vi. 14","banana","food","predicate1","soft",0.85,"texture"
"39","vi. 14","chair","furniture","predicate1","plastic",0.77,"material"
"40","vi. 14","carrot","food","predicate1","big",0.43,"size"
"41","vi. 14","carrot","food","predicate1","bad",0.74,"quality"
"42","vi. 14","desk","furniture","predicate1","square",0.14,"shape"
"43","vi. 14","apple","food","predicate1","big",0.22,"size"
"44","vi. 14","chair","furniture","predicate1","old",0.77,"age"
"45","vi. 14","desk","furniture","predicate1","old",0.87,"age"
"46","vi. 14","cheese","food","predicate1","old",0.86,"age"
"47","vi. 14","desk","furniture","predicate1","hard",0.22,"texture"
"48","vi. 14","couch","furniture","predicate1","hard",0.26,"texture"
"49","vi. 14","couch","furniture","predicate1","long",0.32,"size"
"50","vi. 14","fan","furniture","predicate1","big",0.23,"size"
"51","vi. 14","tomato","food","predicate1","soft",0.23,"texture"
"52","vi. 14","fan","furniture","predicate1","plastic",0.26,"material"
"53","vi. 35","carrot","food","predicate1","hard",0,"texture"
"54","vi. 35","couch","furniture","predicate1","plastic",0,"material"
"55","vi. 35","cheese","food","predicate1","brown",0,"color"
"56","vi. 35","apple","food","predicate1","huge",1,"size"
"57","vi. 35","chair","furniture","predicate1","wooden",0,"material"
"58","vi. 35","TV","furniture","predicate1","bad",1,"quality"
"59","vi. 35","cheese","food","predicate1","plastic",0,"material"
"60","vi. 35","banana","food","predicate1","new",1,"age"
"61","vi. 35","tomato","food","predicate1","fresh",0,"age"
"62","vi. 35","chair","furniture","predicate1","wooden",0,"material"
"63","vi. 35","carrot","food","predicate1","square",0,"shape"
"64","vi. 35","apple","food","predicate1","metal",0,"material"
"65","vi. 35","couch","furniture","predicate1","bad",1,"quality"
"66","vi. 35","apple","food","predicate1","new",1,"age"
"67","vi. 35","cheese","food","predicate1","square",0,"shape"
"68","vi. 35","chair","furniture","predicate1","round",0,"shape"
"69","vi. 35","carrot","food","predicate1","red",0,"color"
"70","vi. 35","apple","food","predicate1","square",0,"shape"
"71","vi. 35","desk","furniture","predicate1","metal",0,"material"
"72","vi. 35","banana","food","predicate1","good",0,"quality"
"73","vi. 35","banana","food","predicate1","new",1,"age"
"74","vi. 35","apple","food","predicate1","soft",1,"texture"
"75","vi. 35","desk","furniture","predicate1","long",1,"size"
"76","vi. 35","TV","furniture","predicate1","rotten",1,"age"
"77","vi. 35","desk","furniture","predicate1","smooth",1,"texture"
"78","vi. 35","cheese","food","predicate1","plastic",0,"material"
"79","vi. 36","desk","furniture","predicate1","soft",0.98,"texture"
"80","vi. 36","carrot","food","predicate1","blue",0.02,"color"
"81","vi. 36","TV","furniture","predicate1","small",0.95,"size"
"82","vi. 36","tomato","food","predicate1","red",0.02,"color"
"83","vi. 36","desk","furniture","predicate1","bad",0.98,"quality"
"84","vi. 36","chair","furniture","predicate1","plastic",0.97,"material"
"85","vi. 36","tomato","food","predicate1","blue",0.02,"color"
"86","vi. 36","chair","furniture","predicate1","long",0.99,"size"
"87","vi. 36","desk","furniture","predicate1","soft",0.01,"texture"
"88","vi. 36","apple","food","predicate1","wooden",0.01,"material"
"89","vi. 36","chair","furniture","predicate1","plastic",0.01,"material"
"90","vi. 36","apple","food","predicate1","blue",0.01,"color"
"91","vi. 36","cheese","food","predicate1","brown",0.02,"color"
"92","vi. 36","couch","furniture","predicate1","short",0.97,"size"
"93","vi. 36","couch","furniture","predicate1","plastic",0.99,"material"
"94","vi. 36","cheese","food","predicate1","smooth",0.02,"texture"
"95","vi. 36","couch","furniture","predicate1","brown",0.01,"color"
"96","vi. 36","desk","furniture","predicate1","long",0,"size"
"97","vi. 36","cheese","food","predicate1","square",0.02,"shape"
"98","vi. 36","apple","food","predicate1","soft",0.99,"texture"
"99","vi. 36","TV","furniture","predicate1","soft",0.98,"texture"
"100","vi. 36","cheese","food","predicate1","square",0.02,"shape"
"101","vi. 36","banana","food","predicate1","bad",0.98,"quality"
"102","vi. 36","chair","furniture","predicate1","long",0.02,"size"
"103","vi. 36","couch","furniture","predicate1","bad",0.98,"quality"
"104","vi. 36","carrot","food","predicate1","metal",0.02,"material"
"105","vi. 38","fan","furniture","predicate1","round",0,"shape"
"106","vi. 38","TV","furniture","predicate1","new",0.15,"age"
"107","vi. 38","chair","furniture","predicate1","fresh",0.09,"age"
"108","vi. 38","cheese","food","predicate1","bad",0.84,"quality"
"109","vi. 38","TV","furniture","predicate1","round",0.1,"shape"
"110","vi. 38","apple","food","predicate1","good",0.94,"quality"
"111","vi. 38","banana","food","predicate1","big",0,"size"
"112","vi. 38","tomato","food","predicate1","green",0,"color"
"113","vi. 38","chair","furniture","predicate1","brown",0,"color"
"114","vi. 38","chair","furniture","predicate1","red",0,"color"
"115","vi. 38","cheese","food","predicate1","green",0,"color"
"116","vi. 38","carrot","food","predicate1","smooth",0.97,"texture"
"117","vi. 38","banana","food","predicate1","red",0.07,"color"
"118","vi. 38","desk","furniture","predicate1","big",0.95,"size"
"119","vi. 38","chair","furniture","predicate1","big",0.0600000000000001,"size"
"120","vi. 38","desk","furniture","predicate1","round",0.07,"shape"
"121","vi. 38","desk","furniture","predicate1","long",0.96,"size"
"122","vi. 38","banana","food","predicate1","metal",0.0600000000000001,"material"
"123","vi. 38","fan","furniture","predicate1","big",1,"size"
"124","vi. 38","TV","furniture","predicate1","short",0.95,"size"
"125","vi. 38","TV","furniture","predicate1","blue",0.0600000000000001,"color"
"126","vi. 38","cheese","food","predicate1","green",0.05,"color"
"127","vi. 38","tomato","food","predicate1","wooden",0.08,"material"
"128","vi. 38","desk","furniture","predicate1","fresh",0.03,"age"
"129","vi. 38","tomato","food","predicate1","yellow",0.04,"color"
"130","vi. 38","desk","furniture","predicate1","huge",0.0600000000000001,"size"
"131","vi. 42","TV","furniture","predicate1","good",1,"quality"
"132","vi. 42","carrot","food","predicate1","metal",0,"material"
"133","vi. 42","banana","food","predicate1","old",1,"age"
"134","vi. 42","desk","furniture","predicate1","rotten",1,"age"
"135","vi. 42","TV","furniture","predicate1","fresh",1,"age"
"136","vi. 42","TV","furniture","predicate1","old",0.04,"age"
"137","vi. 42","fan","furniture","predicate1","small",1,"size"
"138","vi. 42","TV","furniture","predicate1","good",1,"quality"
"139","vi. 42","desk","furniture","predicate1","fresh",1,"age"
"140","vi. 42","banana","food","predicate1","metal",0,"material"
"141","vi. 42","banana","food","predicate1","new",0,"age"
"142","vi. 42","desk","furniture","predicate1","brown",0,"color"
"143","vi. 42","chair","furniture","predicate1","red",0,"color"
"144","vi. 42","cheese","food","predicate1","big",1,"size"
"145","vi. 42","fan","furniture","predicate1","huge",1,"size"
"146","vi. 42","chair","furniture","predicate1","old",1,"age"
"147","vi. 42","fan","furniture","predicate1","square",0.01,"shape"
"148","vi. 42","fan","furniture","predicate1","blue",0,"color"
"149","vi. 42","couch","furniture","predicate1","bad",1,"quality"
"150","vi. 42","banana","food","predicate1","huge",0,"size"
"151","vi. 42","couch","furniture","predicate1","blue",0,"color"
"152","vi. 42","apple","food","predicate1","new",1,"age"
"153","vi. 42","fan","furniture","predicate1","huge",1,"size"
"154","vi. 42","couch","furniture","predicate1","new",1,"age"
"155","vi. 42","TV","furniture","predicate1","fresh",1,"age"
"156","vi. 42","desk","furniture","predicate1","plastic",1,"material"
"157","vi. 43","tomato","food","predicate1","small",1,"size"
"158","vi. 43","fan","furniture","predicate1","bad",0,"quality"
"159","vi. 43","tomato","food","predicate1","metal",0,"material"
"160","vi. 43","desk","furniture","predicate1","small",0,"size"
"161","vi. 43","carrot","food","predicate1","smooth",0,"texture"
"162","vi. 43","tomato","food","predicate1","square",0,"shape"
"163","vi. 43","TV","furniture","predicate1","good",1,"quality"
"164","vi. 43","carrot","food","predicate1","rotten",1,"age"
"165","vi. 43","couch","furniture","predicate1","long",0,"size"
"166","vi. 43","cheese","food","predicate1","new",0,"age"
"167","vi. 43","apple","food","predicate1","purple",0,"color"
"168","vi. 43","TV","furniture","predicate1","metal",0,"material"
"169","vi. 43","cheese","food","predicate1","new",0,"age"
"170","vi. 43","desk","furniture","predicate1","purple",0,"color"
"171","vi. 43","couch","furniture","predicate1","huge",0,"size"
"172","vi. 43","carrot","food","predicate1","short",0,"size"
"173","vi. 43","apple","food","predicate1","new",1,"age"
"174","vi. 43","carrot","food","predicate1","long",0,"size"
"175","vi. 43","TV","furniture","predicate1","bad",1,"quality"
"176","vi. 43","desk","furniture","predicate1","hard",0,"texture"
"177","vi. 43","couch","furniture","predicate1","fresh",1,"age"
"178","vi. 43","tomato","food","predicate1","small",0,"size"
"179","vi. 43","desk","furniture","predicate1","new",0,"age"
"180","vi. 43","couch","furniture","predicate1","bad",1,"quality"
"181","vi. 43","couch","furniture","predicate1","wooden",0,"material"
"182","vi. 43","fan","furniture","predicate1","purple",1,"color"
"183","vi. 44","tomato","food","predicate1","square",0.88,"shape"
"184","vi. 44","desk","furniture","predicate1","wooden",0.0600000000000001,"material"
"185","vi. 44","carrot","food","predicate1","yellow",0.05,"color"
"186","vi. 44","carrot","food","predicate1","green",0.1,"color"
"187","vi. 44","chair","furniture","predicate1","good",0.97,"quality"
"188","vi. 44","tomato","food","predicate1","rotten",0.99,"age"
"189","vi. 44","carrot","food","predicate1","hard",0.92,"texture"
"190","vi. 44","banana","food","predicate1","brown",0.0600000000000001,"color"
"191","vi. 44","TV","furniture","predicate1","new",0.05,"age"
"192","vi. 44","tomato","food","predicate1","small",0.03,"size"
"193","vi. 44","TV","furniture","predicate1","bad",0.94,"quality"
"194","vi. 44","tomato","food","predicate1","new",0.97,"age"
"195","vi. 44","TV","furniture","predicate1","yellow",0.03,"color"
"196","vi. 44","fan","furniture","predicate1","plastic",0.09,"material"
"197","vi. 44","carrot","food","predicate1","bad",0.94,"quality"
"198","vi. 44","apple","food","predicate1","old",0.91,"age"
"199","vi. 44","chair","furniture","predicate1","plastic",0.0600000000000001,"material"
"200","vi. 44","carrot","food","predicate1","fresh",0.89,"age"
"201","vi. 44","chair","furniture","predicate1","metal",0.13,"material"
"202","vi. 44","cheese","food","predicate1","green",0.5,"color"
"203","vi. 44","couch","furniture","predicate1","bad",0.93,"quality"
"204","vi. 44","TV","furniture","predicate1","new",0.55,"age"
"205","vi. 44","tomato","food","predicate1","brown",0.49,"color"
"206","vi. 44","banana","food","predicate1","bad",0.86,"quality"
"207","vi. 44","cheese","food","predicate1","blue",0.22,"color"
"208","vi. 44","couch","furniture","predicate1","wooden",0.24,"material"
"209","vi. 46","TV","furniture","predicate1","round",0.95,"shape"
"210","vi. 46","carrot","food","predicate1","red",0.98,"color"
"211","vi. 46","chair","furniture","predicate1","square",0.05,"shape"
"212","vi. 46","chair","furniture","predicate1","good",0.5,"quality"
"213","vi. 46","apple","food","predicate1","bad",0.49,"quality"
"214","vi. 46","apple","food","predicate1","rotten",0.51,"age"
"215","vi. 46","desk","furniture","predicate1","purple",0.93,"color"
"216","vi. 46","TV","furniture","predicate1","blue",0.49,"color"
"217","vi. 46","carrot","food","predicate1","small",0.96,"size"
"218","vi. 46","apple","food","predicate1","old",0.52,"age"
"219","vi. 46","chair","furniture","predicate1","fresh",0.49,"age"
"220","vi. 46","TV","furniture","predicate1","long",0.03,"size"
"221","vi. 46","tomato","food","predicate1","small",0.96,"size"
"222","vi. 46","fan","furniture","predicate1","blue",0.97,"color"
"223","vi. 46","apple","food","predicate1","old",0.51,"age"
"224","vi. 46","fan","furniture","predicate1","smooth",0.52,"texture"
"225","vi. 46","couch","furniture","predicate1","long",0.09,"size"
"226","vi. 46","TV","furniture","predicate1","fresh",0.5,"age"
"227","vi. 46","banana","food","predicate1","yellow",0.52,"color"
"228","vi. 46","banana","food","predicate1","wooden",0.49,"material"
"229","vi. 46","tomato","food","predicate1","square",0.52,"shape"
"230","vi. 46","apple","food","predicate1","brown",0.97,"color"
"231","vi. 46","carrot","food","predicate1","green",0.99,"color"
"232","vi. 46","banana","food","predicate1","long",0.05,"size"
"233","vi. 46","carrot","food","predicate1","blue",0.51,"color"
"234","vi. 46","cheese","food","predicate1","red",0.52,"color"
"235","vi. 48","cheese","food","predicate1","purple",0,"color"
"236","vi. 48","chair","furniture","predicate1","square",1,"shape"
"237","vi. 48","tomato","food","predicate1","plastic",0,"material"
"238","vi. 48","carrot","food","predicate1","purple",1,"color"
"239","vi. 48","desk","furniture","predicate1","green",0,"color"
"240","vi. 48","desk","furniture","predicate1","square",0,"shape"
"241","vi. 48","cheese","food","predicate1","round",0,"shape"
"242","vi. 48","chair","furniture","predicate1","big",1,"size"
"243","vi. 48","desk","furniture","predicate1","plastic",0,"material"
"244","vi. 48","fan","furniture","predicate1","new",1,"age"
"245","vi. 48","desk","furniture","predicate1","wooden",0,"material"
"246","vi. 48","desk","furniture","predicate1","yellow",0,"color"
"247","vi. 48","desk","furniture","predicate1","blue",0,"color"
"248","vi. 48","TV","furniture","predicate1","blue",0,"color"
"249","vi. 48","carrot","food","predicate1","yellow",1,"color"
"250","vi. 48","carrot","food","predicate1","soft",0,"texture"
"251","vi. 48","chair","furniture","predicate1","wooden",1,"material"
"252","vi. 48","apple","food","predicate1","long",0,"size"
"253","vi. 48","apple","food","predicate1","small",0.6,"size"
"254","vi. 48","desk","furniture","predicate1","long",1,"size"
"255","vi. 48","apple","food","predicate1","big",0,"size"
"256","vi. 48","banana","food","predicate1","old",1,"age"
"257","vi. 48","carrot","food","predicate1","big",1,"size"
"258","vi. 48","cheese","food","predicate1","big",1,"size"
"259","vi. 48","couch","furniture","predicate1","new",1,"age"
"260","vi. 48","fan","furniture","predicate1","metal",0,"material"
"261","vi. 60","TV","furniture","predicate1","short",0,"size"
"262","vi. 60","apple","food","predicate1","metal",0.03,"material"
"263","vi. 60","carrot","food","predicate1","plastic",0.03,"material"
"264","vi. 60","fan","furniture","predicate1","metal",0.04,"material"
"265","vi. 60","tomato","food","predicate1","big",0.02,"size"
"266","vi. 60","desk","furniture","predicate1","purple",0.99,"color"
"267","vi. 60","tomato","food","predicate1","wooden",0.03,"material"
"268","vi. 60","couch","furniture","predicate1","hard",0.99,"texture"
"269","vi. 60","banana","food","predicate1","brown",0.03,"color"
"270","vi. 60","apple","food","predicate1","brown",0.96,"color"
"271","vi. 60","couch","furniture","predicate1","smooth",0.99,"texture"
"272","vi. 60","TV","furniture","predicate1","blue",1,"color"
"273","vi. 60","carrot","food","predicate1","fresh",0.97,"age"
"274","vi. 60","desk","furniture","predicate1","hard",0.01,"texture"
"275","vi. 60","cheese","food","predicate1","old",0.05,"age"
"276","vi. 60","banana","food","predicate1","new",0.03,"age"
"277","vi. 60","banana","food","predicate1","hard",0.0600000000000001,"texture"
"278","vi. 60","fan","furniture","predicate1","wooden",0.04,"material"
"279","vi. 60","chair","furniture","predicate1","green",0.97,"color"
"280","vi. 60","carrot","food","predicate1","brown",0.97,"color"
"281","vi. 60","apple","food","predicate1","new",0.94,"age"
"282","vi. 60","banana","food","predicate1","small",0.07,"size"
"283","vi. 60","cheese","food","predicate1","green",0.96,"color"
"284","vi. 60","chair","furniture","predicate1","brown",0.03,"color"
"285","vi. 60","chair","furniture","predicate1","rotten",0.97,"age"
"286","vi. 60","TV","furniture","predicate1","huge",0.03,"size"
"287","vi. 62","apple","food","predicate1","red",0.81,"color"
"288","vi. 62","banana","food","predicate1","short",0.19,"size"
"289","vi. 62","carrot","food","predicate1","big",0.13,"size"
"290","vi. 62","TV","furniture","predicate1","rotten",0.93,"age"
"291","vi. 62","chair","furniture","predicate1","purple",0.3,"color"
"292","vi. 62","couch","furniture","predicate1","old",0.09,"age"
"293","vi. 62","tomato","food","predicate1","red",0.92,"color"
"294","vi. 62","carrot","food","predicate1","good",0.84,"quality"
"295","vi. 62","desk","furniture","predicate1","red",0.2,"color"
"296","vi. 62","desk","furniture","predicate1","round",0.2,"shape"
"297","vi. 62","carrot","food","predicate1","hard",0.85,"texture"
"298","vi. 62","couch","furniture","predicate1","soft",0.19,"texture"
"299","vi. 62","carrot","food","predicate1","plastic",0.18,"material"
"300","vi. 62","cheese","food","predicate1","rotten",0.79,"age"
"301","vi. 62","fan","furniture","predicate1","short",0.67,"size"
"302","vi. 62","couch","furniture","predicate1","metal",0.24,"material"
"303","vi. 62","TV","furniture","predicate1","green",0.28,"color"
"304","vi. 62","couch","furniture","predicate1","round",0.2,"shape"
"305","vi. 62","cheese","food","predicate1","round",0.22,"shape"
"306","vi. 62","apple","food","predicate1","old",0.82,"age"
"307","vi. 62","fan","furniture","predicate1","big",0.31,"size"
"308","vi. 62","cheese","food","predicate1","old",0.39,"age"
"309","vi. 62","desk","furniture","predicate1","fresh",0.6,"age"
"310","vi. 62","carrot","food","predicate1","green",0.38,"color"
"311","vi. 62","fan","furniture","predicate1","bad",0.74,"quality"
"312","vi. 62","TV","furniture","predicate1","long",0.85,"size"
"313","vi. 68","banana","food","predicate1","new",0.9,"age"
"314","vi. 68","couch","furniture","predicate1","hard",0.93,"texture"
"315","vi. 68","chair","furniture","predicate1","hard",0.94,"texture"
"316","vi. 68","fan","furniture","predicate1","yellow",0.07,"color"
"317","vi. 68","banana","food","predicate1","long",0.93,"size"
"318","vi. 68","fan","furniture","predicate1","square",0.1,"shape"
"319","vi. 68","chair","furniture","predicate1","huge",0.95,"size"
"320","vi. 68","fan","furniture","predicate1","blue",0.95,"color"
"321","vi. 68","TV","furniture","predicate1","metal",0.1,"material"
"322","vi. 68","tomato","food","predicate1","good",0.95,"quality"
"323","vi. 68","chair","furniture","predicate1","new",0.93,"age"
"324","vi. 68","tomato","food","predicate1","purple",0.11,"color"
"325","vi. 68","TV","furniture","predicate1","purple",0.0600000000000001,"color"
"326","vi. 68","fan","furniture","predicate1","big",0.95,"size"
